Job Title,Company Name,Location,Start Date,CTC (Annual),Experience,Apply By,Skills Required,Perks
Sales & Client Onboarding Executive,Intesome,Work from home,Starts Immediately,"₹ 2,00,000 - 4,00,000                                

                        ₹ 2,00,000 - 4,00,000 /year",0 year(s),0 year(s) experience,"Digital Marketing, Email Marketing, Marketing, Sales","Digital Marketing, Email Marketing, Marketing, Sales"
B2B Sales & Marketing Executive,Intesome,Work from home,Starts Immediately,"₹ 2,00,000 - 4,00,000                                

                        ₹ 2,00,000 - 4,00,000 /year",0 year(s),0 year(s) experience,"Digital Marketing, Email Marketing, Marketing, Sales","Digital Marketing, Email Marketing, Marketing, Sales"
International Business Development/Sales Executive,Intesome,Work from home,Starts Immediately,"₹ 2,00,000 - 4,00,000                                

                        ₹ 2,00,000 - 4,00,000 /year",0 year(s),0 year(s) experience,"Digital Marketing, Email Marketing, Marketing, Sales","Digital Marketing, Email Marketing, Marketing, Sales"
Administrative Assistant,GNM GROUP,Hyderabad                                            (Hybrid),Starts Immediately,"₹ 2,16,000 - 3,00,000                                

                        ₹ 2,16,000 - 3,00,000 /year",0 year(s),0 year(s) experience,"Computer skills, Effective Communication, Google Workspace, MS-Office","Computer skills, Effective Communication, Google Workspace, MS-Office"
Brand Manager,Synergy Imperia Beverages Private Limited,Work from home,Starts Immediately,"₹ 2,10,000 - 6,72,000                                

                        ₹ 2,10,000 - 6,72,000 /year",1 year(s),1 year(s) experience,"Influencer Marketing, Lead Generation, Sales, Social Media Marketing, 5 days a week","Influencer Marketing, Lead Generation, Sales, Social Media Marketing"
Business Development Executive,Bright Financial Planning And Advisories Private Limited,Bangalore,Starts Immediately,"₹ 2,50,000 - 7,40,000                                

                        ₹ 2,50,000 - 7,40,000 /year",0 year(s),0 year(s) experience,"English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Negotiations, Search Engine Optimization (SEO), Informal dress code","English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Negotiations, Search Engine Optimization (SEO)"
Human Resources (HR) Executive,My Corporate Jobs,"Thane, Navi Mumbai",Starts Immediately,"₹ 2,00,000                                

                        ₹ 2,00,000 /year",0 year(s),0 year(s) experience,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, MS-Word, Informal dress code, 5 days a week","English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, MS-Word"
Prepress Cordinator,NPR Connect Private Limited,"Gurgaon, Manesar, Manesar Sub-District",Starts Immediately,"₹ 2,00,002 - 3,00,003                                

                        ₹ 2,00,002 - 3,00,003 /year",0 year(s),0 year(s) experience,"English Proficiency (Spoken), English Proficiency (Written)","English Proficiency (Spoken), English Proficiency (Written)"
Field Sales Executive,Surmatech,Bhubaneswar,Starts Immediately,"₹ 2,00,000 - 2,10,000                                

                        ₹ 2,00,000 - 2,10,000 /year",1 year(s),1 year(s) experience,"Client Relationship, Sales","Client Relationship, Sales"
Online Reputation Management,CMSS Private Limited,Work from home,Starts Immediately,"₹ 2,40,000 - 3,00,000                                

                        ₹ 2,40,000 - 3,00,000 /year",0 year(s),0 year(s) experience,"Marketing, MS-Excel, MS-Office, Online Reputation Management, 5 days a week","Marketing, MS-Excel, MS-Office, Online Reputation Management"
Field Sales Associate,ArborVitae,"Delhi, Bangalore",Starts Immediately,"₹ 3,00,000                                

                        ₹ 3,00,000 /year",0 year(s),0 year(s) experience,"English Proficiency (Spoken), Hindi Proficiency (Spoken), Kannada Proficiency (Spoken)","English Proficiency (Spoken), Hindi Proficiency (Spoken), Kannada Proficiency (Spoken)"
Junior Accountant,WW Logisticians Private Limited,Delhi,Starts Immediately,"₹ 2,00,000 - 2,00,001                                

                        ₹ 2,00,000 - 2,00,001 /year",1 year(s),1 year(s) experience,"Accounting, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, Tally","Accounting, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, Tally"
Junior Architect,Sage Corporation,Bangalore,Starts Immediately,"₹ 2,20,000 - 5,00,001                                

                        ₹ 2,20,000 - 5,00,001 /year",0 year(s),0 year(s) experience,"Adobe Photoshop, AutoCAD, Google SketchUp, MS-Office, Informal dress code","Adobe Photoshop, AutoCAD, Google SketchUp, MS-Office"
Customer Support Executive,CashBook,Bangalore,Starts Immediately,"₹ 3,00,000 - 3,60,000                                

                        ₹ 3,00,000 - 3,60,000 /year",1 year(s),1 year(s) experience,"Client Interaction, Customer Support, English Proficiency (Spoken), Hindi Proficiency (Spoken)","Client Interaction, Customer Support, English Proficiency (Spoken), Hindi Proficiency (Spoken)"
WordPress Developer,ICodejr,Work from home,Starts Immediately,"₹ 2,40,000 - 3,00,000                                

                        ₹ 2,40,000 - 3,00,000 /year",1 year(s),1 year(s) experience,"Backend development, Frontend development, Web Design, Web development, WordPress","Backend development, Frontend development, Web Design, Web development, WordPress"
Ticketing Expert,Trace World,Indore,Starts Immediately,"₹ 2,01,000 - 12,00,000                                

                        ₹ 2,01,000 - 12,00,000 /year",1 year(s),1 year(s) experience,"Customer Support, English Proficiency (Spoken), English Proficiency (Written), Sales, Time Management, Travel Management, Vendor Management, Vendor Negotiation, Informal dress code, Free snacks & beverages","Customer Support, English Proficiency (Spoken), English Proficiency (Written), Sales, Time Management, Travel Management, Vendor Management, Vendor Negotiation"
Senior Video Editor,Scizers Technologies LLP,Work from home,Starts Immediately,"₹ 2,00,000 - 3,60,000                                

                        ₹ 2,00,000 - 3,60,000 /year",1 year(s),1 year(s) experience,"Adobe After Effects, Adobe Illustrator, Adobe Premiere Pro, Capcut, Final Cut Pro, Video Editing, Video Making, 5 days a week","Adobe After Effects, Adobe Illustrator, Adobe Premiere Pro, Capcut, Final Cut Pro, Video Editing, Video Making"
Customer Acquisition Associate,Technotask Business Solutions Private Limited,Bhopal,Starts Immediately,"₹ 2,40,000 - 2,60,000                                

                        ₹ 2,40,000 - 2,60,000 /year",0 year(s),0 year(s) experience,Effective Communication,Effective Communication
Business Development Executive,Ashtez Digitech Private Limited,Allahabad,Starts Immediately,"₹ 2,10,000 - 2,70,000                                

                        ₹ 2,10,000 - 2,70,000 /year",0 year(s),0 year(s) experience,"Digital Marketing, Email Marketing, Sales, Sales Management, Social Media Marketing","Digital Marketing, Email Marketing, Sales, Sales Management, Social Media Marketing"
Digital Marketing Specialist,Greysell Marketing And Promotion,Mumbai,Starts Immediately,"₹ 6,00,000 - 8,00,000                                

                        ₹ 6,00,000 - 8,00,000 /year",1 year(s),1 year(s) experience,"Creative Writing, Digital Marketing, Facebook Marketing, Social Media Marketing","Creative Writing, Digital Marketing, Facebook Marketing, Social Media Marketing"
Customer Service Executive,NestAway Technologies Private Limited,Bangalore,Starts Immediately,"₹ 2,00,000 - 2,40,000                                

                        ₹ 2,00,000 - 2,40,000 /year",0 year(s),0 year(s) experience,"Client Interaction, Client Relationship, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Interpersonal skills, Informal dress code, Free snacks & beverages, Health Insurance","Client Interaction, Client Relationship, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Interpersonal skills"
Video Editor,Astrotalk,Noida,Starts Immediately,"₹ 3,50,000 - 5,00,000                                

                        ₹ 3,50,000 - 5,00,000 /year",1 year(s),1 year(s) experience,"Adobe Premiere Pro, Video Editing, 5 days a week, Health Insurance","Adobe Premiere Pro, Video Editing"
Community Coordinator,Karya,"Adilabad, Koppal, Lucknow, Mahabubabad, Bidar, Shamli, Lalitpur, Navsari, Kohima, Dimapur, Hailakandi, Valsad, South Tripura, Komaram Bheem, Arunachal Pradesh",Starts Immediately,"₹ 2,00,200                                

                        ₹ 2,00,200 /year",0 year(s),0 year(s) experience,"Effective Communication, Interpersonal skills","Effective Communication, Interpersonal skills"
Accountant,Incredible Legends Holidays,Delhi,Starts Immediately,"₹ 2,50,000                                

                        ₹ 2,50,000 /year",1 year(s),1 year(s) experience,"Accounting, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, Tally, 5 days a week","Accounting, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, Tally"
Content Writer,Women's Tabloid,Bangalore,Starts Immediately,"₹ 2,50,000 - 3,50,000                                

                        ₹ 2,50,000 - 3,50,000 /year",1 year(s),1 year(s) experience,"Content Editing, Content Writing, Creative Writing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Market research, News Writing, Search Engine Optimization (SEO), 5 days a week","Content Editing, Content Writing, Creative Writing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Market research, News Writing, Search Engine Optimization (SEO)"
Business Development Associate,Learnmedix Education,Work from home,Starts Immediately,"₹ 3,00,000 - 5,00,000                                

                        ₹ 3,00,000 - 5,00,000 /year",0 year(s),0 year(s) experience,English Proficiency (Spoken),English Proficiency (Spoken)
Finance Executive,Medscred,Ahmedabad,Starts Immediately,"₹ 2,00,000 - 2,64,000                                

                        ₹ 2,00,000 - 2,64,000 /year",1 year(s),1 year(s) experience,"Accounting, Financial Modeling, MS-Excel, MS-Office, Tally","Accounting, Financial Modeling, MS-Excel, MS-Office, Tally"
Digital Marketing Manager,Jewelfolio,Mumbai,Starts Immediately,"₹ 2,50,000 - 3,00,000                                

                        ₹ 2,50,000 - 3,00,000 /year",1 year(s),1 year(s) experience,"Digital Marketing, Facebook Marketing, Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing, Informal dress code, Free snacks & beverages, Cab/Transportation facility","Digital Marketing, Facebook Marketing, Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing"
AI/ML Engineer,Nanak Paradise,Work from home,Starts Immediately,"₹ 2,40,000 - 4,80,000                                

                        ₹ 2,40,000 - 4,80,000 /year",1 year(s),1 year(s) experience,"Generative AI Development, Java, LLM evaluation, Machine Learning, Health Insurance, Life Insurance","Generative AI Development, Java, LLM evaluation, Machine Learning"
Business Development Executive,Intesome,Work from home,Starts Immediately,"₹ 2,00,000 - 4,00,000                                

                        ₹ 2,00,000 - 4,00,000 /year",0 year(s),0 year(s) experience,"Digital Marketing, Email Marketing, Marketing, Sales","Digital Marketing, Email Marketing, Marketing, Sales"
Influencer Marketing Executive,Aclm Services,Work from home,Starts Immediately,"₹ 2,25,000 - 6,00,000                                

                        ₹ 2,25,000 - 6,00,000 /year",1 year(s),1 year(s) experience,"Creative Writing, Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Facebook Marketing, Influencer Marketing, Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing","Creative Writing, Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Facebook Marketing, Influencer Marketing, Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing"
Content Marketing,WeMakeScholars,"Bhubaneswar, Tirupati, Secunderabad, Hubli, Hyderabad, Mumbai, Vijayawada, Nagpur, Vishakhapatnam, Begumpet, Gulbarga, Maharashtra",Starts Immediately,"₹ 3,50,000 - 3,80,000                                

                        ₹ 3,50,000 - 3,80,000 /year",0 year(s),0 year(s) experience,"Content Writing, Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Informal dress code, 5 days a week","Content Writing, Digital Marketing, English Proficiency (Spoken), English Proficiency (Written)"
